id,ident,type,name,latitude_deg,longitude_deg,num_hangars,runaway_length,runaway_width
15800,LS83,small_airport,Kifer Airport,32.0626564,-91.25428009,2,1368,7
21715,LS84,heliport,Compressor Station 524 Heliport,29.21610069,-90.21589661,6,,
21716,LS85,heliport,East Jefferson General Hospital Heliport,30.01269913,-90.18009949,9,,
21717,LS86,small_airport,Le Blanc Field,30.68190002,-90.41929626,2,1050,5
21718,LS87,heliport,Compressor Station 527 Heliport,29.51490021,-89.73059845,7,,
21719,LS89,small_airport,Sara Field,30.94669914,-91.47499847,4,1130,7
21720,LS90,small_airport,Caddo Detention Center Airport,32.26240158,-93.93569946,4,1327,7
21721,LS91,small_airport,Tim Bullard Memorial Airport,30.41720009,-91.97360229,3,1141,7
21722,LS92,small_airport,Koenig Airpark,30.59740067,-90.31590271,3,1133,7
21723,LS93,small_airport,Greenwood Plantation Ultralightport,29.61079979,-90.89839935,4,1012,6
21724,LS94,heliport,Alcon USA Heliport,30.53305626,-91.75011444,3,,
21725,LS95,heliport,Mackie Memorial Heliport,30.97940063,-92.58709717,6,,
21726,LS96,heliport,Ochsner Medical Institutions Heliport,29.96019936,-90.14589691,8,,
21727,LS97,heliport,Myu Heliport,29.92959976,-90.35399628,12,,
21728,LS98,heliport,Sabine Medical Center Heliport,31.56069946,-93.4720993,5,,
21729,LS99,heliport,Phi Fourchon Base Heliport,29.11660004,-90.20469666,3,,
21730,LSD,heliport,Blue Grass Station Army Heliport,38.08340073,-84.31659698,8,,
43112,LSER,heliport,Raron Heliport,46.30159378,7.833206654,4,,
43111,LSEZ,heliport,Zermatt  Heliport,46.02931976,7.75336647,8,,
29494,LSGB,small_airport,Bex Airport,46.25830078,6.986390114,2,1287,5
4489,LSGC,medium_airport,Les Eplatures Airport,47.08390045,6.792840004,8,2966,10
29495,LSGE,small_airport,Ecuvillens Airport,46.75500107,7.076109886,2,1031,7
4490,LSGG,large_airport,Geneva Cointrin International Airport,46.23809814,6.108950138,19,3646,32
4491,LSGK,small_airport,Saanen Airport,46.48749924,7.250830173,3,1064,6
29496,LSGL,small_airport,Lausanne-la Blecherette Airport,46.54529953,6.616670132,2,1273,5
29497,LSGN,small_airport,Neuchatel Airport,46.95750046,6.864719868,4,1418,5
29498,LSGP,small_airport,La Côte Airport,46.40639877,6.258059978,3,1288,5
30327,LSGR,small_airport,Reichenbach Air Base,46.61360168,7.677780151,3,1247,6
4492,LSGS,medium_airport,Sion Airport,46.21960068,7.326759815,14,2935,18
29499,LSGT,small_airport,Gruyeres Airport,46.59420013,7.094439983,2,1283,6
29500,LSGY,small_airport,Yverdon-les-Bains Airport,46.76190186,6.613329887,2,1419,7
43110,LSHG,heliport,Gampel Heliport,46.30929947,7.726819992,8,,
4493,LSMA,medium_airport,Alpnach Air Base,46.94390106,8.284170151,12,2459,15
4494,LSMD,medium_airport,Dubendorf Airport,47.39860153,8.648229599,9,2884,19
4495,LSME,medium_airport,Emmen Airport,47.0923996,8.305120468,14,2933,13
4496,LSMF,medium_airport,Mollis Airport,47.07889938,9.064829826,14,2228,17
29501,LSMI,small_airport,Interlaken Air Base,46.67660141,7.879079819,3,1292,6
29502,LSMJ,small_airport,Turtman Air Base,46.30260086,7.713950157,3,1368,6
29503,LSML,small_airport,Lodrino Air Base,46.29589844,8.99213028,3,1074,6
4497,LSMM,small_airport,Meiringen Airport,46.74330139,8.109999657,3,1388,6
4498,LSMP,medium_airport,Payerne Airport,46.84320068,6.915060043,12,2508,19
29660,LSPA,small_airport,Amlikon Glider Airport,47.57419968,9.047499657,3,1059,7
29505,LSPD,small_airport,Dittingen Airport,47.43859863,7.491390228,2,1357,7
29506,LSPF,small_airport,Schaffhausen Airport,47.69060135,8.526940346,3,1168,7
29507,LSPG,small_airport,Kagiswil Airport,46.90829849,8.254170418,3,1164,7
29508,LSPH,small_airport,Winterthur Airport,47.51499939,8.771940231,4,1077,6
29509,LSPK,small_airport,Hasenstrick Airport,47.27999878,8.881939888,4,1348,7
29510,LSPL,small_airport,Langenthal Airport,47.18280029,7.741390228,3,1298,6
4500,LSPM,small_airport,Ambri Airport,46.51250076,8.689780235,4,1160,6
29511,LSPN,small_airport,Triengen Airport,47.22669983,8.07806015,2,1294,7
29512,LSPO,small_airport,Olten Airport,47.3443985,7.88944006,3,1227,7
30169,LSPU,small_airport,Muenster Aero Airport,46.4803009,8.26333046,3,1121,7
29513,LSPV,small_airport,Wangen-Lachen Airport,47.20470047,8.867500305,3,1444,5
21731,LSR,small_airport,Lost River 1 Airport,65.39620209,-167.1629944,4,1401,7
31852,LSTA,small_airport,Raron Airport,46.30360031,7.823329926,2,1337,5
29692,LSTB,small_airport,Bellechasse Airport,46.97940063,7.132219791,2,1045,6
29515,LSTO,small_airport,Motiers Airport,46.91669846,6.614999771,3,1133,5
29516,LSTR,small_airport,Montricher Airport,46.59030151,6.400559902,3,1249,5
4501,LSTS,small_airport,St Stephan Airport,46.49739838,7.41257,3,1011,6
30588,LSTZ,small_airport,Zweisimmen Airport,46.55250168,7.380559921,4,1041,7
43075,LSXB,heliport,Balzers Heliport,47.0681,9.48111,4,,
43114,LSXH,heliport,Holziken Heliport,47.31432343,8.026514053,6,,
43118,LSXO,heliport,St. Gallen-Winkeln Heliport,47.4054985,9.290300369,8,,
43113,LSXP,heliport,Pfaffnau Heliport,47.23513031,7.910009861,6,,
43116,LSXR,heliport,Lodrino Heliport,46.29017258,8.992927551,8,,
43197,LSXS,heliport,Schindellegi Heliport,47.16988373,8.715649605,9,,
30389,LSXV,small_airport,San Vittore Airport,46.23419952,9.094169617,3,1059,5
43115,LSXW,heliport,Würenlingen Heliport,47.53561401,8.246105194,8,,
43092,LSXY,heliport,Leysin  Heliport,46.34180069,7.020400047,9,,
4502,LSZA,medium_airport,Lugano Airport,46.00429916,8.910579681,9,2961,19
4503,LSZB,medium_airport,Bern Belp Airport,46.91410065,7.497149944,14,2407,16
46492,LSZC,small_airport,Buochs Airport,46.97444444,8.396944444,4,1331,7
30614,LSZD,closed,Ascona Airport,46.15779877,8.78194046,2,,
29518,LSZE,small_airport,Bad Ragaz Airport,47.01499939,9.481940269,3,1056,5
29519,LSZF,small_airport,Birrfeld Airport,47.4435997,8.233610153,3,1120,6
4504,LSZG,medium_airport,Grenchen Airport,47.18159866,7.417190075,12,2142,20
4505,LSZH,large_airport,Zürich Airport,47.46469879,8.54916954,18,3230,28
29520,LSZI,small_airport,Fricktal-Schupfart Airport,47.50889969,7.949999809,2,1023,7
29521,LSZJ,small_airport,Courtelary Airport,47.18360138,7.090829849,3,1072,5
29522,LSZK,small_airport,Speck-Fehraltorf Airport,47.37639999,8.757499695,3,1059,6
29523,LSZL,small_airport,Locarno Airport,46.16080093,8.878609657,3,1307,7
29524,LSZN,small_airport,Hausen am Albis Airport,47.23860168,8.51556015,4,1462,5
29525,LSZO,small_airport,Luzern-Beromunster Airport,47.18999863,8.204719543,4,1090,6
29526,LSZP,small_airport,Biel-Kappelen Airport,47.08919907,7.289999962,3,1471,5
4506,LSZR,medium_airport,St Gallen Altenrhein Airport,47.48500061,9.560770035,14,2929,19
4507,LSZS,medium_airport,Samedan Airport,46.53409958,9.884110451,9,2227,13
29527,LSZT,small_airport,Lommis Airport,47.5243988,9.003060341,3,1200,6
29528,LSZU,small_airport,Buttwil Airport,47.26470184,8.302499771,2,1404,6
29529,LSZV,small_airport,Sitterdorf Airport,47.50889969,9.26278019,2,1008,6
29530,LSZW,small_airport,Thun Airport,46.75640106,7.600560188,4,1371,6
29531,LSZX,small_airport,Schanis Airport,47.17169952,9.039440155,3,1139,7
29532,LSZY,small_airport,Porrentruy Airport,47.41059875,7.051670074,4,1277,6
43789,LT-0001,closed,Rūdininkai Air Base,54.38770676,25.09431839,1,,
35053,LT-9517,small_airport,Paliepiai Air Base,55.32170105,23.52000046,2,1255,6
6408,LT86,small_airport,Imroz Airport,40.20449829,25.88330078,3,1462,6
4508,LTAB,small_airport,Güvercinlik Airport,39.93500137,32.74079895,2,1331,6
4509,LTAC,large_airport,Esenboğa International Airport,40.12810135,32.99509811,21,3638,19
4510,LTAD,medium_airport,Etimesgut Air Base,39.94979858,32.68859863,9,2042,15
4511,LTAE,medium_airport,Akıncı Air Base,40.07889938,32.56560135,9,2830,17
4512,LTAF,large_airport,Adana Airport,36.98220062,35.28039932,18,2669,29
4513,LTAG,medium_airport,İncirlik Air Base,37.0021019,35.42589951,14,2639,20
4514,LTAH,medium_airport,Afyon Airport,38.72639847,30.60110092,12,2725,12
4515,LTAI,large_airport,Antalya International Airport,36.89870071,30.80050087,21,2630,28
4516,LTAJ,large_airport,Gaziantep International Airport,36.94720078,37.47869873,18,2536,15
4517,LTAK,small_airport,İskenderun Airport,36.57445526,36.15341949,3,1115,7
30013,LTAL,small_airport,Kastamonu Airport,41.31420135,33.79579926,3,1474,6
44777,LTAM,closed,Kayseri Airport,38.40629959,35.32780075,1,,
4518,LTAN,medium_airport,Konya Airport,37.97900009,32.56190109,10,2488,16
4519,LTAO,small_airport,Malatya Tulga Airport,38.35369873,38.25389862,2,1116,7
4520,LTAP,medium_airport,Amasya Merzifon Airport,40.82939911,35.52199936,12,2479,20
32386,LTAQ,small_airport,Samsun Samair Airport,41.27864456,36.3051796,4,1484,5
4521,LTAR,medium_airport,Sivas Airport,39.81380081,36.9034996,11,2747,20
30585,LTAS,small_airport,Zonguldak Airport,41.50640106,32.08860016,2,1461,6
4522,LTAT,medium_airport,Malatya Erhaç Airport,38.43529892,38.0909996,13,2459,14
4523,LTAU,medium_airport,Kayseri Erkilet Airport,38.770401,35.49539948,8,2342,16
4524,LTAV,medium_airport,Sivrihisar Airport,39.45149994,31.36529922,11,2864,20
4525,LTAW,medium_airport,Tokat Airport,40.30743027,36.36740875,13,2887,18
29854,LTAX,closed,Ereğli Erdemir Airport,41.25139999,31.41080093,2,,
4526,LTAY,medium_airport,Çardak Airport,37.78559875,29.70129967,10,2508,16
4527,LTAZ,large_airport,Nevşehir Kapadokya International Airport,38.77190018,34.53450012,17,3421,24
298786,LTB,closed,Latrobe Airport,-41.23518803,146.3961697,2,,
4528,LTBA,large_airport,Atatürk International Airport,40.97689819,28.81459999,17,3966,34
44779,LTBC,small_airport,Alaşehir Airport,38.36999893,28.5571003,2,1445,6
29675,LTBD,small_airport,Çıldır Airport,37.81499863,27.89529991,3,1411,7
29743,LTBE,small_airport,Bursa Airport,40.23329926,29.00919914,2,1252,6
4529,LTBF,medium_airport,Balıkesir Merkez Airport,39.61930084,27.9260006,14,2081,13
4530,LTBG,medium_airport,Bandırma Airport,40.31800079,27.97769928,9,2547,16
4531,LTBH,medium_airport,Çanakkale Airport,40.13769913,26.42679977,14,2929,11
4532,LTBI,medium_airport,Eskişehir Air Base,39.78409958,30.58209991,15,2042,20
4533,LTBJ,large_airport,Adnan Menderes International Airport,38.29240036,27.15699959,17,3663,38
4534,LTBK,small_airport,Gaziemir Airport,38.31909943,27.15940094,2,1137,6
4535,LTBL,medium_airport,Çiğli Airport,38.51300049,27.01009941,11,2558,10
4536,LTBM,small_airport,Isparta Airport,37.78512192,30.59001923,4,1230,5
4537,LTBN,small_airport,Kütahya Airport,39.42670059,30.01689911,3,1077,6
4538,LTBO,small_airport,Uşak Airport,38.68149948,29.47170067,2,1134,6
4539,LTBP,small_airport,Yalova Airport,40.68439865,29.3757,4,1489,7
4540,LTBQ,medium_airport,Cengiz Topel Airport,40.73500061,30.08329964,13,2226,13
4541,LTBR,medium_airport,Bursa Yenişehir Airport,40.25519943,29.56259918,10,2133,13
4542,LTBS,large_airport,Dalaman International Airport,36.71310043,28.79249954,21,3983,34
4543,LTBT,medium_airport,Akhisar Airport,38.80889893,27.83390045,13,2445,14
4544,LTBU,medium_airport,Tekirdağ Çorlu Airport,41.13819885,27.91909981,14,2239,15
4545,LTBV,small_airport,Imsık Airport,37.14009857,27.66970062,3,1339,7
29981,LTBW,small_airport,İstanbul Hezarfen Airfield,41.10359955,28.54770088,4,1477,6
4546,LTBX,medium_airport,Samandıra Air Base,40.99300003,29.21649933,11,2468,13
4547,LTBY,medium_airport,Anadolu University Airport,39.80989838,30.51939964,9,2805,18
44490,LTBZ,closed,Manisa Organize Sanayi Airport,38.62786865,27.35063553,1,,
4548,LTCA,medium_airport,Elazığ Airport,38.60689926,39.29140091,9,2876,20
4549,LTCC,medium_airport,Diyarbakir Airport,37.89390183,40.20100021,8,2177,10
4550,LTCD,medium_airport,Erzincan Airport,39.71020126,39.52700043,13,2616,20
4551,LTCE,large_airport,Erzurum International Airport,39.95650101,41.17020035,17,3219,22
4552,LTCF,medium_airport,Kars Airport,40.56219864,43.11500168,8,2351,15
4553,LTCG,large_airport,Trabzon International Airport,40.99509811,39.78969955,20,2885,40
4554,LTCH,medium_airport,Şanlıurfa Airport,37.09429932,38.8470993,10,2187,17
4555,LTCI,medium_airport,Van Ferit Melen Airport,38.46820068,43.33229828,15,2225,13
4556,LTCJ,medium_airport,Batman Airport,37.92900085,41.11660004,8,2407,18
4557,LTCK,medium_airport,Muş Airport,38.74779892,41.66120148,9,2964,18
4558,LTCL,medium_airport,Siirt Airport,37.97890091,41.8404007,12,2807,16
30418,LTCM,small_airport,Sinop Airport,42.01580048,35.06639862,4,1290,5
4559,LTCN,medium_airport,Kahramanmaraş Airport,37.53882599,36.95352173,12,2602,18
4560,LTCO,medium_airport,Ağrı Airport,39.65454102,43.02597809,10,2329,19
4561,LTCP,medium_airport,Adıyaman Airport,37.73139954,38.46889877,14,2856,10
4562,LTCR,medium_airport,Mardin Airport,37.22330093,40.63169861,11,2263,14
44491,LTCS,medium_airport,Şanlıurfa GAP Airport,37.44566345,38.89559174,9,2189,18
44484,LTDA,medium_airport,Hatay Airport,36.36277771,36.28222275,11,2963,11
4563,LTFA,small_airport,Kaklıç Airport,38.51760101,26.97739983,3,1242,6
4564,LTFB,small_airport,Selçuk Efes Airport,37.95069885,27.32900047,2,1161,5
4565,LTFC,large_airport,Süleyman Demirel International Airport,37.85540009,30.36840057,20,3058,24
4566,LTFD,medium_airport,Balıkesir Körfez Airport,39.55459976,27.01379967,14,2953,20
4567,LTFE,large_airport,Milas Bodrum International Airport,37.25059891,27.66430092,21,3898,33
4568,LTFH,medium_airport,Samsun Çarşamba Airport,41.25450134,36.56710052,14,2732,17
4569,LTFJ,large_airport,Sabiha Gökçen International Airport,40.89860153,29.30920029,17,3634,21
44487,LTGP,medium_airport,Gazipaşa Airport,36.29921722,32.30059814,12,2795,16
44488,LTXE,small_airport,Karain Airport,37.09644318,30.6477356,3,1263,5
43763,LU-0001,heliport,Ettelbruck heliport,49.8544426,6.094443798,9,,
43764,LU-0002,small_airport,Kitzebour Landing Strip,49.78919983,6.241109848,4,1461,5
43765,LU-0003,heliport,Centre Hospitalier de Luxembourg Helipad,49.61916733,6.102499962,5,,
43766,LU-0004,heliport,Centre Hospitalier Emile Mayrisch Heliport,49.50080109,5.98277998,7,,
43767,LU-0005,heliport,Clinique Ste-Thérèse heliport,49.60340627,6.129105091,7,,
43768,LU-0006,heliport,Hôpital Kirchberg heliport,49.63277817,6.177221775,12,,
4570,LUBL,medium_airport,Balti International Airport,47.83810043,27.78149986,11,2875,15
4630,LUBM,medium_airport,Mărculeşti International Airport,47.86270142,28.21279907,9,2428,18
44412,LUCH,medium_airport,Cahul International Airport,45.84379959,28.26370049,9,2093,15
4571,LUKK,medium_airport,Chişinău International Airport,46.92770004,28.93099976,13,2332,13
31864,LUTR,medium_airport,Tiraspol Airport,46.86809921,29.59059906,14,2259,13
44605,LV-0001,small_airport,Gančauski Airfield,56.04299927,26.36899948,3,1358,6
44651,LV-0002,small_airport,Griva Airfield,55.88399887,26.47100067,4,1172,6
46347,LV-0003,small_airport,Saldus Airfield,56.69221776,22.46953011,4,1262,6
35065,LV-1288,small_airport,Rumbula Airfield,56.88330078,24.22669983,2,1484,7
35021,LV-7721,small_airport,Liepas Air Base,57.38669968,25.50830078,3,1395,6
35093,LV-8037,small_airport,Tervette Air Base,56.48329926,23.41670036,4,1282,5
34929,LVGZ,closed,Yasser Arafat International Airport,31.24640083,34.27610016,1,,
4668,LW66,small_airport,Prilep Airport,41.33309937,21.44910049,3,1189,5
4669,LW67,small_airport,Kumanovo Airport,42.15488434,21.69982147,2,1014,5
4670,LW68,small_airport,Srpci Airport,41.15069962,21.40789986,2,1313,6
4671,LW69,small_airport,Dolneni Airport,41.4292984,21.40250015,2,1113,5
4672,LW70,small_airport,Veles Airport,41.7596283,21.84129333,2,1364,7
4673,LW71,small_airport,Sveti Nikole Airport,41.82770157,21.98690033,3,1010,6
4674,LW72,small_airport,Negotino Airport,41.51720047,22.08709908,3,1290,7
4675,LW73,small_airport,Štip Airport,41.79869843,22.11039925,2,1479,7
4676,LW74,small_airport,Logovardi Airport,41.02244949,21.42400551,4,1298,5
4677,LW75,small_airport,Stenkovec Brazda Airport,42.0591011,21.39100075,2,1018,7
4678,LW76,small_airport,Mavrovica Airport,41.91239929,21.95540047,3,1103,5
21733,LWD,small_airport,Lamoni Municipal Airport,40.63330078,-93.90219879,4,1130,5
4572,LWOH,medium_airport,Ohrid St. Paul the Apostle Airport,41.18000031,20.74230003,10,2170,13
4573,LWSK,medium_airport,Skopje Alexander the Great Airport,41.96160126,21.62140083,8,2821,14
4574,LXGB,medium_airport,Gibraltar Airport,36.15119934,-5.34965992,9,2408,19
44579,LY-0001,small_airport,Warehouse ? Airport,28.16880035,19.20949936,2,1064,5
30688,LY-BCQ,medium_airport,Brack Airport,27.65299988,14.27200031,15,2045,18
30928,LY-DNF,small_airport,Martubah Airport,32.54199982,22.74500084,3,1483,5
31944,LY-MRA,small_airport,Misratah Airport,32.32500076,15.06099987,4,1272,7
32195,LY-QUB,small_airport,Ubari Airport,26.56749916,12.82310009,2,1492,7
1648,LY87,small_airport,Kovin Airport,44.7743,20.9613,3,1345,5
1649,LY88,small_airport,Ponikve Airport,43.898899,19.697701,2,1205,6
1650,LY89,small_airport,Bor Airport,44.01819992,22.13710022,4,1160,5
4610,LYBE,large_airport,Belgrade Nikola Tesla Airport,44.81840134,20.3090992,20,2746,38
42777,LYBR,small_airport,Berane Airport,42.8390007,19.86199951,2,1407,5
4611,LYBT,medium_airport,Batajnica Air Base,44.935299,20.2575,12,2213,14
1651,LYDK,medium_airport,Đakovica Airfield,42.43519974,20.42740059,15,2571,14
31872,LYKV,small_airport,Ladevci Airport,43.818298,20.5872,4,1349,5
4612,LYNI,medium_airport,Nis Airport,43.337299,21.853701,14,2906,18
42779,LYNK,small_airport,Nikšić Airport,42.77370071,18.91480064,4,1347,5
32190,LYNS,small_airport,Cenej Airport,45.385799,19.839199,3,1255,7
4613,LYPG,large_airport,Podgorica Airport,42.3594017,19.25189972,18,2541,16
42778,LYPO,small_airport,Ćemovsko Polje Airport,42.4223175,19.29077721,3,1482,5
34925,LYPT,small_airport,Batlava-Donja Penduha Airfield,42.84550095,21.21999931,4,1408,7
46639,LYSP,small_airport,Rudine airfield,44.35138889,20.96,2,1281,6
4615,LYTV,medium_airport,Tivat Airport,42.40470123,18.72330093,10,2467,14
4616,LYVR,small_airport,Vršac International Airport,45.1469,21.3099,4,1244,5
29830,LZDB,small_airport,Dubnica Glider Airport,48.99689865,18.19219971,4,1277,5
4617,LZIB,large_airport,M. R. Štefánik Airport,48.17020035,17.21269989,20,3356,31
30044,LZKS,small_airport,Kralova pri Senci Airport,48.2010994,17.47190094,4,1283,5
4618,LZKZ,medium_airport,Košice Airport,48.6631012,21.24110031,14,2728,10
31861,LZLU,small_airport,Lučenec Airport,48.33940125,19.73579979,4,1070,7
30119,LZMA,small_airport,Martin Glider Airport,49.06529999,18.95079994,3,1312,6
4619,LZMC,medium_airport,Kuchyňa Air Base,48.40200043,17.11840057,8,2942,11
30187,LZNI,small_airport,Nitra Glider Airport,48.27939987,18.13279915,3,1441,7
30292,LZPE,small_airport,Prievidza Glider Airport,48.76610184,18.58670044,4,1223,7
4620,LZPP,medium_airport,Piešťany Airport,48.62519836,17.82839966,9,2983,16
30103,LZPT,small_airport,Male Bielice Glider Airport,48.61920166,18.32970047,2,1272,5
30288,LZPW,small_airport,Prešov Air Base,49.02970123,21.31559944,4,1267,5
30408,LZSE,small_airport,Senica Airport,48.6568985,17.3321991,4,1000,5
30450,LZSK,small_airport,Svidník Airport,49.33390045,21.57029915,4,1285,5
4621,LZSL,medium_airport,Sliač Airport,48.63779831,19.13409996,8,2773,16
30432,LZSV,small_airport,Spišská Nová Glider Airport,48.94079971,20.53389931,4,1154,7
4622,LZTN,medium_airport,Trenčín Air Base,48.86500168,17.99230003,8,2402,18
29716,LZTR,small_airport,Letisko Airport,48.4557991,17.52639961,3,1202,5
4623,LZTT,medium_airport,Poprad-Tatry Airport,49.07360077,20.24110031,12,2571,12
30519,LZVB,closed,Vajnory Slovaki Airport,48.20439911,17.19169998,1,,
4624,LZZI,medium_airport,Žilina Airport,49.23149872,18.6135006,8,2184,13
21735,M00,seaplane_base,Augusta Seaplane Base,44.26760101,-69.78170013,3,,
21736,M06,seaplane_base,Havre De Grace Seaplane Base,39.54150009,-76.06970215,3,,
21737,M10,small_airport,Mountainair Municipal Airport,34.53329849,-106.223999,3,1222,6
21738,M14,seaplane_base,Mal's Serpent Lake Seaplane Base,46.47409821,-93.91860199,3,,
21739,M26,small_airport,Drummond Airport,46.62080002,-113.2050018,2,1247,7
21740,M28,small_airport,Mid Continent Airport,36.22510147,-89.72789764,3,1086,5
21741,M35,seaplane_base,Lindey's Landing West Seaplane Base,47.17440033,-113.4800034,3,,
21742,M38,small_airport,Hazel Green Airport,34.91619873,-86.64689636,2,1390,5
21743,M47,seaplane_base,Fife Lake Seaplane Base,44.56750107,-85.34420013,3,,
21744,M49,seaplane_base,Jolly Fisherman Seaplane Base,47.14300156,-95.52890015,3,,
21745,M57,seaplane_base,Rangeley Lake Seaplane Base,44.95330048,-70.6631012,3,,
21746,M61,small_airport,Edward F Johnson Airport,46.34519958,-87.78849792,2,1376,6
21747,M62,heliport,Rotorcraft Heliport,46.20669937,-114.1529999,11,,
21748,M69,seaplane_base,Birch Lake Seaplane Base,46.36970139,-93.81390381,3,,
21749,M74,small_airport,Bald Knob Municipal Airport,35.30039978,-91.55760193,4,1419,6
21750,M84,small_airport,Erie Aerodrome,41.78310013,-83.51689911,3,1436,5
21751,M86,small_airport,Walle Field,42.47090149,-86.12729645,4,1296,7
45427,M97,small_airport,Morehead-Rowan County Clyde A. Thomas Regional Airport,38.215,-83.587611,4,1293,7
31539,MA-GLN,small_airport,Goulimime Airport,29.02669907,-10.05029964,4,1240,5
21752,MA07,small_airport,Friends Ultralightport,41.56760025,-71.11920166,2,1367,5
21753,MA10,heliport,Chambers Heliport,42.3783989,-71.08869934,8,,
21754,MA12,seaplane_base,Marston Mills Seaplane Base,41.66899872,-70.41750336,3,,
21755,MA13,heliport,Nugent Heliport,42.62789917,-70.63780212,7,,
21756,MA14,heliport,Wheeler's Point Heliport,42.6393013,-70.68029785,3,,
21757,MA15,heliport,Pond Road Heliport,42.6283989,-70.6434021,8,,
21758,MA16,small_airport,Marshall's Airport,42.36339951,-71.82170105,3,1438,6
21759,MA17,heliport,Avco/Lowell Heliport,42.61539841,-71.32089996,12,,
21760,MA18,small_airport,Cmelak Field,42.07910156,-73.30719757,2,1271,6
21761,MA19,small_airport,Berlin Lndg Area,42.36759949,-71.64170074,3,1481,5
21762,MA2,seaplane_base,Merrimack Valley Seaplane Base,42.70009995,-71.21620178,3,,
21763,MA20,heliport,Beverly Hospital Heliport,42.56620026,-70.87750244,8,,
21764,MA21,heliport,Baybank Heliport,42.48120117,-71.20760345,3,,
21765,MA22,heliport,Boston Globe Heliport,42.31819916,-71.05090332,5,,
21766,MA23,heliport,North Bay Heliport,41.62730026,-70.39969635,6,,
21767,MA24,heliport,Museum of Science Heliport,42.36759949,-71.07170105,10,,
21768,MA25,seaplane_base,Long Pond Seaplane Base,41.73210144,-70.06109619,3,,
21769,MA26,balloonport,Balloon Port At Dingley Dell Balloonport,42.12039948,-72.2562027,1,,
21770,MA27,heliport,Goddard Hosp Heliport,42.10039902,-71.08200073,6,,
21771,MA28,heliport,Congamond Lake Heliport,42.03340149,-72.75980377,4,,
21772,MA29,heliport,Camp Edwards Heliport,41.67150116,-70.56479645,12,,
21773,MA30,small_airport,Dresser Hill Airport,42.10010147,-71.96620178,2,1140,5
21774,MA31,heliport,Charlton Memorial Hospital Heliport,41.70980072,-71.14610291,6,,
21775,MA32,heliport,Atlantic Trade Heliport,42.26119995,-71.76950073,10,,
21776,MA33,heliport,Sagamore Hill Heliport,42.64189911,-70.82679749,9,,
21777,MA34,heliport,Moore Dogs Heliport,41.92539978,-70.80339813,7,,
21778,MA35,heliport,Hat Factory Heliport,42.83509827,-70.93109894,9,,
21779,MA36,small_airport,Snow Airport,42.66650009,-70.85299683,2,1476,6
21780,MA37,heliport,Falmouth Hospital Heliport,41.56510162,-70.62449646,8,,
21781,MA38,heliport,Fitchburg Paper Company Heliport,42.57979965,-71.8286972,3,,
21782,MA39,heliport,Brigham & Women's Hospital Heliport,42.33589935,-71.10510254,9,,
21783,MA40,seaplane_base,Diesel Dogs Seaplane Base,42.54339981,-71.96839905,3,,
21784,MA41,heliport,Princess Lane Heliport,42.22439957,-71.55970001,8,,
21785,MA42,heliport,U S C G Heliport,42.61009979,-70.66000366,11,,
21786,MA43,small_airport,Morehaven Airport,42.07229996,-72.90010071,3,1436,5
21787,MA44,small_airport,Trade Wind Airport,41.44179916,-70.57029724,3,1087,7
21788,MA45,heliport,Simmons Heliport,42.12509918,-70.8431015,12,,
21789,MA46,heliport,Army National Guard Heliport,42.13069916,-71.48419952,3,,
21790,MA47,heliport,Chicopee Heliport,42.18259811,-72.56150055,4,,
21791,MA48,heliport,Raytheon Heliport,42.43069839,-71.25260162,11,,
21792,MA49,heliport,Metro-Swift Heliport,42.54119873,-70.92759705,4,,
21793,MA50,heliport,Compaq Marlboro Heliport,42.32619858,-71.57620239,8,,
21794,MA51,heliport,Richie's Heliport,41.63819885,-71.03890228,12,,
21795,MA52,small_airport,Sids Airport,42.43817139,-71.47024536,3,1118,7
21796,MA53,small_airport,Ware Airport,42.2820015,-72.21479797,2,1477,6
21797,MA54,heliport,B-Town Heliport,42.30009842,-72.42620087,12,,
21798,MA55,small_airport,Muskeget Island Airport,41.33480072,-70.29949951,4,1465,7
21799,MA56,heliport,Boston Scientific Natick Heliport,42.30500031,-71.37529755,9,,
21800,MA57,heliport,Us Property & Fiscal Office Heliport,42.28340149,-71.36620331,5,,
21801,MA58,heliport,Natick Army Laboratories Heliport,42.2901001,-71.37670135,10,,
21802,MA59,heliport,Veracka Heliport,42.04510117,-71.00920105,11,,
21803,MA6,seaplane_base,Monponsett Pond Seaplane Base,42.00979996,-70.8431015,3,,
21804,MA60,heliport,St Luke's Hospital Heliport,41.89400101,-70.91500092,7,,
21805,MA62,heliport,Sampson Pond Heliport,41.86040115,-70.75170135,3,,
21806,MA63,small_airport,Sherman-Private Airport,42.07400131,-70.79810333,4,1141,6
21807,MA64,small_airport,Pheasant Field,42.07540131,-70.81529999,4,1106,7
21808,MA65,seaplane_base,Island Air Service Seaplane Base,41.77180099,-70.87310028,3,,
21809,MA66,small_airport,Wolomolopoag STOLport,42.10070038,-71.20780182,2,1104,6
21810,MA67,heliport,Tgp Heliport,42.03450012,-72.63200378,12,,
21811,MA68,heliport,Mass. Mutual Heliport,42.1167984,-72.54119873,5,,
21812,MA69,heliport,New England Memorial Hospital Heliport,42.45149994,-71.08699799,6,,
21813,MA70,small_airport,Sudbury Airport,42.35089874,-71.42980194,4,1010,5
21814,MA71,heliport,Davna Corp Heliport,42.15510178,-71.38619995,5,,
